session_id,user_id,session_start,session_end,traffic_source,campaign_name,device_type,browser,operating_system,landing_page
S2996,U5768,2026-05-20 17:28:35,2026-05-20 17:41:35,Direct,Charge,Desktop,Firefox,Android,/home
S2997,U1369,2026-05-23 02:38:51,2026-05-23 02:54:51,Organic,Yeah,Desktop,Chrome,Android,/home
S2998,U19590,2026-05-20 08:10:04,2026-05-20 08:34:04,Email,Including,Desktop,Chrome,Windows,/products
S2999,U5052,2026-05-20 13:56:20,2026-05-20 14:08:20,Facebook,Any,Desktop,Firefox,iOS,/products
S3000,U20546,2026-05-19 16:52:48,2026-05-19 17:26:48,Facebook,Small,Mobile,Firefox,iOS,/home
S3001,U17957,2026-05-22 17:28:26,2026-05-22 18:01:26,Facebook,Mother,Tablet,Safari,Android,/products
S3002,U24112,2026-05-20 06:19:16,2026-05-20 06:30:16,Direct,Project,Desktop,Edge,Android,/home
S3003,U1557,2026-05-19 08:08:48,2026-05-19 08:36:48,Organic,Least,Tablet,Chrome,MacOS,/offers
S3004,U18333,2026-05-20 08:57:17,2026-05-20 09:17:17,Facebook,Citizen,Mobile,Edge,Android,/home
S3005,U22895,2026-05-18 11:59:26,2026-05-18 12:37:26,Google Ads,Data,Mobile,Firefox,MacOS,/products
S3006,U22937,2026-05-18 15:53:40,2026-05-18 16:12:40,Google Ads,Race,Desktop,Safari,iOS,/products
S3007,U3175,2026-05-18 12:44:24,2026-05-18 13:20:24,Facebook,Quite,Tablet,Edge,MacOS,/offers
S3008,U8078,2026-05-23 07:48:21,2026-05-23 07:58:21,Direct,Wish,Desktop,Edge,Android,/offers
S3009,U22344,2026-05-21 06:52:20,2026-05-21 07:05:20,Email,Stage,Tablet,Chrome,iOS,/products
S3010,U12672,2026-05-21 16:21:29,2026-05-21 16:22:29,Google Ads,Guy,Desktop,Firefox,iOS,/offers
S3011,U20777,2026-05-20 10:37:24,2026-05-20 10:39:24,Direct,Reflect,Desktop,Safari,Windows,/offers
S3012,U3198,2026-05-23 07:14:54,2026-05-23 07:22:54,Google Ads,Office,Desktop,Edge,MacOS,/products
S3013,U15660,2026-05-19 02:14:26,2026-05-19 02:34:26,Email,Serious,Tablet,Edge,MacOS,/home
S3014,U12328,2026-05-19 04:37:05,2026-05-19 04:48:05,Facebook,Assume,Desktop,Chrome,Windows,/home
S3015,U8793,2026-05-22 01:23:03,2026-05-22 01:56:03,Organic,Through,Tablet,Firefox,MacOS,/products
S3016,U4923,2026-05-20 08:55:26,2026-05-20 08:58:26,Google Ads,Window,Mobile,Edge,Android,/offers
S3017,U17910,2026-05-22 00:54:21,2026-05-22 01:20:21,Direct,While,Mobile,Chrome,MacOS,/offers
S3018,U22431,2026-05-19 22:08:55,2026-05-19 22:44:55,Facebook,Choose,Desktop,Safari,iOS,/home
S3019,U5445,2026-05-21 14:09:45,2026-05-21 14:29:45,Instagram,Charge,Mobile,Firefox,iOS,/home
S3020,U5730,2026-05-23 07:28:55,2026-05-23 07:51:55,Instagram,Ability,Mobile,Safari,iOS,/products
S3021,U11272,2026-05-22 07:42:59,2026-05-22 08:14:59,Organic,Available,Mobile,Safari,MacOS,/products
S3022,U8886,2026-05-21 16:47:24,2026-05-21 17:12:24,Direct,Six,Mobile,Edge,MacOS,/products
S3023,U12997,2026-05-23 05:35:25,2026-05-23 06:06:25,Google Ads,Evidence,Tablet,Chrome,MacOS,/offers
S3024,U1241,2026-05-19 12:57:57,2026-05-19 13:04:57,Email,Loss,Tablet,Edge,iOS,/offers
S3025,U18531,2026-05-21 04:44:29,2026-05-21 05:19:29,Instagram,Very,Tablet,Chrome,Windows,/products
S3026,U19667,2026-05-22 05:18:21,2026-05-22 05:19:21,Email,Single,Desktop,Edge,Windows,/home
S3027,U12939,2026-05-19 22:54:46,2026-05-19 23:11:46,Google Ads,Reveal,Desktop,Safari,Windows,/offers
S3028,U7335,2026-05-22 08:19:39,2026-05-22 08:44:39,Direct,Third,Desktop,Safari,MacOS,/products
S3029,U17033,2026-05-19 08:07:57,2026-05-19 08:39:57,Facebook,Ago,Tablet,Chrome,Android,/offers
S3030,U4381,2026-05-19 07:58:56,2026-05-19 08:06:56,Instagram,Dream,Tablet,Safari,iOS,/home
S3031,U23745,2026-05-21 03:45:19,2026-05-21 04:07:19,Direct,Feel,Desktop,Firefox,MacOS,/home
S3032,U10630,2026-05-19 02:57:39,2026-05-19 03:31:39,Google Ads,Only,Tablet,Chrome,Windows,/home
S3033,U5704,2026-05-20 18:11:59,2026-05-20 18:42:59,Organic,Onto,Mobile,Edge,iOS,/products
S3034,U16881,2026-05-21 03:09:38,2026-05-21 03:25:38,Instagram,Middle,Mobile,Firefox,iOS,/offers
S3035,U24168,2026-05-20 21:52:28,2026-05-20 22:13:28,Organic,Raise,Tablet,Edge,iOS,/products
S3036,U4742,2026-05-19 22:45:53,2026-05-19 23:21:53,Organic,South,Desktop,Safari,MacOS,/offers
S3037,U5641,2026-05-22 03:07:43,2026-05-22 03:32:43,Organic,President,Mobile,Firefox,Windows,/home
S3038,U14503,2026-05-21 01:33:06,2026-05-21 01:34:06,Facebook,Make,Mobile,Safari,Windows,/offers
S3039,U8536,2026-05-20 18:45:53,2026-05-20 18:59:53,Facebook,Discuss,Tablet,Safari,Windows,/offers
S3040,U17639,2026-05-20 13:35:04,2026-05-20 14:15:04,Organic,Even,Desktop,Edge,iOS,/products
S3041,U18803,2026-05-22 19:50:45,2026-05-22 20:26:45,Email,Civil,Tablet,Edge,iOS,/products
S3042,U17683,2026-05-22 22:21:54,2026-05-22 22:53:54,Instagram,Fast,Tablet,Chrome,Android,/home
S3043,U10653,2026-05-21 19:01:17,2026-05-21 19:24:17,Email,Charge,Mobile,Chrome,Android,/products
S3044,U11492,2026-05-20 18:56:32,2026-05-20 19:19:32,Instagram,City,Mobile,Chrome,Windows,/home
S3045,U3204,2026-05-23 18:20:12,2026-05-23 18:45:12,Organic,Deal,Mobile,Edge,Windows,/offers
S3046,U7499,2026-05-20 02:16:02,2026-05-20 02:41:02,Direct,Card,Tablet,Edge,iOS,/offers
S3047,U2791,2026-05-21 07:38:07,2026-05-21 08:18:07,Organic,Side,Mobile,Safari,Windows,/offers
S3048,U24826,2026-05-22 19:55:39,2026-05-22 20:16:39,Google Ads,Piece,Desktop,Edge,Windows,/home
S3049,U8145,2026-05-20 21:50:52,2026-05-20 21:53:52,Google Ads,Under,Tablet,Safari,MacOS,/home
S3050,U3936,2026-05-19 17:21:06,2026-05-19 17:43:06,Facebook,Section,Desktop,Safari,iOS,/home
S3051,U12202,2026-05-20 02:21:22,2026-05-20 02:34:22,Google Ads,Hair,Tablet,Edge,Windows,/home
S3052,U2529,2026-05-20 09:26:44,2026-05-20 09:58:44,Facebook,White,Mobile,Chrome,Android,/home
S3053,U14179,2026-05-23 09:01:49,2026-05-23 09:33:49,Instagram,Statement,Mobile,Edge,MacOS,/offers
S3054,U1589,2026-05-19 19:30:19,2026-05-19 19:35:19,Google Ads,Doctor,Tablet,Firefox,iOS,/products
S3055,U19051,2026-05-21 23:45:19,2026-05-21 23:52:19,Google Ads,Senior,Mobile,Edge,MacOS,/products
S3056,U4099,2026-05-23 23:06:02,2026-05-23 23:16:02,Direct,Family,Desktop,Edge,iOS,/products
S3057,U2261,2026-05-24 02:35:12,2026-05-24 03:15:12,Organic,Give,Mobile,Chrome,Android,/offers
S3058,U5177,2026-05-22 01:58:08,2026-05-22 02:04:08,Instagram,Participant,Tablet,Firefox,Windows,/products
S3059,U15741,2026-05-18 14:48:29,2026-05-18 15:01:29,Google Ads,These,Mobile,Edge,Android,/offers
S3060,U6539,2026-05-19 04:34:08,2026-05-19 04:41:08,Direct,Color,Tablet,Edge,iOS,/home
S3061,U10538,2026-05-22 13:13:13,2026-05-22 13:19:13,Instagram,Degree,Mobile,Edge,iOS,/offers
S3062,U1996,2026-05-18 22:55:54,2026-05-18 23:24:54,Organic,Total,Mobile,Safari,MacOS,/offers
S3063,U20414,2026-05-23 14:05:35,2026-05-23 14:09:35,Email,Tax,Mobile,Firefox,Windows,/home
S3064,U23247,2026-05-20 23:06:24,2026-05-20 23:21:24,Direct,Ever,Tablet,Safari,Windows,/home
S3065,U15162,2026-05-18 19:37:02,2026-05-18 19:53:02,Facebook,Increase,Desktop,Chrome,Windows,/products
S3066,U8806,2026-05-19 09:30:42,2026-05-19 09:36:42,Direct,Report,Desktop,Firefox,MacOS,/home
S3067,U6490,2026-05-21 15:22:49,2026-05-21 15:42:49,Organic,Although,Tablet,Firefox,iOS,/offers
S3068,U21172,2026-05-18 20:32:20,2026-05-18 20:37:20,Facebook,Strategy,Desktop,Firefox,MacOS,/products
S3069,U11526,2026-05-24 03:59:08,2026-05-24 04:37:08,Email,One,Desktop,Chrome,Android,/offers
S3070,U23918,2026-05-18 21:56:56,2026-05-18 22:11:56,Email,Important,Tablet,Firefox,MacOS,/home
S3071,U24579,2026-05-19 02:56:21,2026-05-19 03:33:21,Google Ads,Avoid,Tablet,Safari,Android,/products
S3072,U7447,2026-05-20 11:50:42,2026-05-20 12:05:42,Instagram,Fear,Tablet,Edge,Android,/home
S3073,U4572,2026-05-22 22:38:02,2026-05-22 22:46:02,Direct,Director,Desktop,Safari,Windows,/products
S3074,U17787,2026-05-18 17:51:16,2026-05-18 18:22:16,Email,Whose,Desktop,Safari,iOS,/home
S3075,U23669,2026-05-21 12:09:38,2026-05-21 12:43:38,Direct,Cell,Mobile,Chrome,Windows,/home
S3076,U3945,2026-05-23 21:41:56,2026-05-23 22:19:56,Google Ads,Late,Mobile,Chrome,Android,/home
S3077,U17977,2026-05-21 04:42:47,2026-05-21 04:53:47,Instagram,Stay,Desktop,Firefox,MacOS,/offers
S3078,U18165,2026-05-23 04:02:10,2026-05-23 04:27:10,Google Ads,Threat,Desktop,Safari,Android,/products
S3079,U225,2026-05-19 14:14:13,2026-05-19 14:37:13,Facebook,His,Mobile,Chrome,iOS,/products
S3080,U12744,2026-05-21 10:35:40,2026-05-21 11:15:40,Facebook,Tough,Tablet,Safari,Android,/products
S3081,U19128,2026-05-22 10:51:21,2026-05-22 11:06:21,Direct,Yet,Tablet,Chrome,Android,/home
S3082,U4289,2026-05-19 04:16:27,2026-05-19 04:44:27,Email,Car,Tablet,Chrome,MacOS,/products
S3083,U18191,2026-05-22 07:56:56,2026-05-22 08:27:56,Direct,Attack,Tablet,Firefox,Android,/products
S3084,U9640,2026-05-22 17:05:27,2026-05-22 17:19:27,Facebook,Take,Desktop,Firefox,Windows,/products
S3085,U17561,2026-05-19 22:38:35,2026-05-19 22:39:35,Facebook,Minute,Mobile,Firefox,MacOS,/products
S3086,U2989,2026-05-21 04:44:27,2026-05-21 04:52:27,Instagram,Unit,Desktop,Edge,iOS,/products
S3087,U11839,2026-05-23 16:45:01,2026-05-23 17:05:01,Email,Ball,Mobile,Edge,iOS,/products
S3088,U24543,2026-05-20 16:52:01,2026-05-20 17:28:01,Email,Energy,Desktop,Safari,Windows,/home
S3089,U19320,2026-05-21 00:28:13,2026-05-21 00:54:13,Organic,Manage,Desktop,Chrome,Windows,/offers
S3090,U8281,2026-05-19 05:09:56,2026-05-19 05:21:56,Direct,Billion,Tablet,Safari,MacOS,/home
S3091,U21464,2026-05-19 12:10:03,2026-05-19 12:17:03,Google Ads,Career,Mobile,Safari,MacOS,/offers
S3092,U16548,2026-05-24 00:57:33,2026-05-24 01:04:33,Email,Hour,Tablet,Edge,Windows,/products
S3093,U21513,2026-05-24 05:06:50,2026-05-24 05:29:50,Instagram,Event,Desktop,Safari,MacOS,/offers
S3094,U7606,2026-05-21 07:48:11,2026-05-21 08:20:11,Email,Who,Tablet,Chrome,Windows,/offers
S3095,U1168,2026-05-21 02:09:22,2026-05-21 02:39:22,Organic,Car,Mobile,Chrome,Windows,/offers
S3096,U21173,2026-05-22 02:20:29,2026-05-22 02:26:29,Direct,Girl,Mobile,Edge,iOS,/home
S3097,U24739,2026-05-23 00:21:29,2026-05-23 01:01:29,Organic,Political,Desktop,Safari,Android,/home
S3098,U22439,2026-05-22 03:42:50,2026-05-22 04:10:50,Email,Wrong,Tablet,Chrome,MacOS,/offers
S3099,U17611,2026-05-23 12:52:53,2026-05-23 12:54:53,Instagram,Data,Tablet,Chrome,Android,/offers
S3100,U6272,2026-05-21 04:09:23,2026-05-21 04:28:23,Instagram,Space,Desktop,Safari,Android,/offers
S3101,U2976,2026-05-23 10:33:26,2026-05-23 10:54:26,Facebook,Success,Desktop,Edge,Android,/offers
S3102,U9878,2026-05-19 01:29:14,2026-05-19 02:06:14,Facebook,Building,Tablet,Edge,Android,/offers
S3103,U11986,2026-05-18 16:32:40,2026-05-18 17:12:40,Email,Hotel,Tablet,Edge,MacOS,/home
S3104,U10874,2026-05-20 20:59:59,2026-05-20 21:26:59,Organic,Lot,Tablet,Edge,iOS,/offers
S3105,U20043,2026-05-24 09:03:29,2026-05-24 09:15:29,Direct,Mrs,Tablet,Firefox,Android,/products
S3106,U8174,2026-05-18 17:11:29,2026-05-18 17:31:29,Instagram,Reflect,Tablet,Chrome,MacOS,/offers
S3107,U6588,2026-05-24 01:41:45,2026-05-24 01:50:45,Direct,Everybody,Tablet,Safari,iOS,/home
S3108,U2694,2026-05-24 07:18:00,2026-05-24 07:33:00,Facebook,Later,Tablet,Edge,Windows,/offers
S3109,U14114,2026-05-23 15:19:04,2026-05-23 15:27:04,Instagram,Drive,Mobile,Chrome,MacOS,/home
S3110,U4692,2026-05-23 17:02:11,2026-05-23 17:38:11,Google Ads,Human,Mobile,Firefox,Windows,/offers
S3111,U14903,2026-05-22 17:42:21,2026-05-22 17:58:21,Direct,Avoid,Tablet,Firefox,MacOS,/offers
S3112,U3807,2026-05-23 02:35:12,2026-05-23 02:36:12,Instagram,Develop,Mobile,Safari,MacOS,/home
S3113,U13893,2026-05-23 15:23:30,2026-05-23 15:37:30,Facebook,Provide,Mobile,Firefox,Windows,/offers
S3114,U6632,2026-05-23 01:34:28,2026-05-23 01:52:28,Email,Sing,Tablet,Firefox,Windows,/offers
S3115,U5936,2026-05-19 11:29:44,2026-05-19 12:08:44,Direct,Guess,Mobile,Safari,Android,/home
S3116,U18972,2026-05-18 16:38:05,2026-05-18 17:11:05,Google Ads,Piece,Mobile,Safari,MacOS,/offers
S3117,U2757,2026-05-24 10:46:52,2026-05-24 11:01:52,Google Ads,Appear,Desktop,Edge,MacOS,/offers
S3118,U13052,2026-05-22 16:50:01,2026-05-22 17:04:01,Instagram,Language,Tablet,Chrome,MacOS,/home
S3119,U3572,2026-05-23 11:25:39,2026-05-23 11:55:39,Organic,Plant,Mobile,Edge,iOS,/offers
S3120,U8015,2026-05-19 20:52:46,2026-05-19 21:02:46,Email,Charge,Tablet,Safari,Windows,/products
S3121,U18529,2026-05-22 23:34:02,2026-05-23 00:12:02,Direct,Price,Tablet,Edge,MacOS,/offers
S3122,U21704,2026-05-22 00:36:50,2026-05-22 01:16:50,Google Ads,Individual,Desktop,Edge,iOS,/products
S3123,U6410,2026-05-23 00:07:57,2026-05-23 00:16:57,Google Ads,Much,Mobile,Chrome,Android,/offers
S3124,U9938,2026-05-19 21:50:30,2026-05-19 22:20:30,Direct,Relationship,Tablet,Firefox,MacOS,/home
S3125,U14168,2026-05-20 08:11:34,2026-05-20 08:37:34,Facebook,Could,Mobile,Safari,Windows,/home
S3126,U21544,2026-05-19 22:24:11,2026-05-19 22:59:11,Instagram,Area,Desktop,Chrome,iOS,/offers
S3127,U5760,2026-05-18 14:07:23,2026-05-18 14:32:23,Direct,But,Mobile,Chrome,Windows,/products
S3128,U22216,2026-05-20 00:19:19,2026-05-20 00:29:19,Direct,Us,Tablet,Safari,Windows,/home
S3129,U4658,2026-05-22 01:20:33,2026-05-22 01:30:33,Google Ads,From,Desktop,Edge,Android,/offers
S3130,U23275,2026-05-19 23:31:34,2026-05-19 23:52:34,Organic,Idea,Desktop,Safari,iOS,/home
S3131,U1876,2026-05-19 03:58:40,2026-05-19 04:33:40,Organic,Situation,Tablet,Firefox,Android,/products
S3132,U7956,2026-05-23 03:10:26,2026-05-23 03:34:26,Direct,Ability,Mobile,Firefox,iOS,/home
S3133,U17987,2026-05-20 08:33:42,2026-05-20 08:38:42,Google Ads,Both,Mobile,Safari,Windows,/home
S3134,U10447,2026-05-20 02:19:43,2026-05-20 02:58:43,Instagram,Assume,Mobile,Chrome,iOS,/offers
S3135,U18317,2026-05-19 16:40:47,2026-05-19 16:48:47,Facebook,Condition,Desktop,Chrome,Windows,/offers
S3136,U3670,2026-05-19 00:54:57,2026-05-19 01:17:57,Email,Probably,Tablet,Chrome,Android,/home
S3137,U18814,2026-05-23 14:54:37,2026-05-23 15:31:37,Facebook,With,Tablet,Safari,MacOS,/offers
S3138,U1192,2026-05-22 21:54:29,2026-05-22 22:17:29,Organic,Environmental,Mobile,Edge,Windows,/products
S3139,U16912,2026-05-19 04:23:42,2026-05-19 04:39:42,Instagram,Weight,Mobile,Chrome,Android,/products
S3140,U2471,2026-05-20 21:07:49,2026-05-20 21:41:49,Instagram,Reach,Desktop,Safari,MacOS,/offers
S3141,U23161,2026-05-20 16:31:30,2026-05-20 16:48:30,Facebook,Concern,Tablet,Chrome,Windows,/products
S3142,U17835,2026-05-19 14:56:47,2026-05-19 15:16:47,Direct,Treatment,Desktop,Firefox,Android,/home
S3143,U16545,2026-05-19 16:02:38,2026-05-19 16:32:38,Google Ads,Again,Mobile,Firefox,iOS,/offers
S3144,U24188,2026-05-20 08:50:49,2026-05-20 08:52:49,Facebook,Along,Mobile,Edge,Windows,/offers
S3145,U14356,2026-05-22 13:13:02,2026-05-22 13:33:02,Instagram,Music,Desktop,Edge,Windows,/home
S3146,U20693,2026-05-21 09:54:22,2026-05-21 10:32:22,Direct,Tree,Tablet,Chrome,iOS,/home
S3147,U73,2026-05-21 13:56:21,2026-05-21 14:23:21,Instagram,Difficult,Mobile,Firefox,iOS,/products
S3148,U17024,2026-05-23 19:08:19,2026-05-23 19:44:19,Instagram,Reason,Mobile,Chrome,iOS,/products
S3149,U22250,2026-05-18 16:37:18,2026-05-18 16:44:18,Organic,Treatment,Desktop,Firefox,Windows,/home
S3150,U559,2026-05-18 12:04:44,2026-05-18 12:22:44,Organic,Character,Tablet,Edge,Android,/products
S3151,U3662,2026-05-18 13:46:12,2026-05-18 14:22:12,Instagram,Three,Desktop,Safari,Android,/offers
S3152,U2662,2026-05-22 14:26:31,2026-05-22 14:40:31,Direct,Share,Desktop,Safari,Windows,/home
S3153,U6214,2026-05-22 23:28:45,2026-05-22 23:46:45,Direct,Forget,Desktop,Safari,Android,/products
S3154,U21847,2026-05-20 20:12:07,2026-05-20 20:39:07,Email,International,Desktop,Safari,MacOS,/products
S3155,U23862,2026-05-20 15:26:12,2026-05-20 16:03:12,Direct,Cut,Tablet,Firefox,MacOS,/home
S3156,U10103,2026-05-24 04:44:03,2026-05-24 05:17:03,Email,Southern,Tablet,Edge,MacOS,/products
S3157,U13641,2026-05-22 05:05:12,2026-05-22 05:28:12,Email,Base,Mobile,Chrome,iOS,/home
S3158,U7627,2026-05-23 13:52:01,2026-05-23 14:13:01,Facebook,Share,Tablet,Edge,Android,/products
S3159,U15168,2026-05-22 16:07:42,2026-05-22 16:22:42,Google Ads,Concern,Tablet,Chrome,Android,/home
S3160,U11739,2026-05-18 13:41:42,2026-05-18 14:13:42,Google Ads,Plan,Mobile,Chrome,Windows,/products
S3161,U14177,2026-05-22 08:31:01,2026-05-22 08:38:01,Google Ads,Woman,Desktop,Chrome,iOS,/offers
S3162,U11735,2026-05-18 13:24:49,2026-05-18 13:36:49,Facebook,Traditional,Mobile,Safari,Windows,/home
S3163,U18901,2026-05-19 07:37:08,2026-05-19 07:48:08,Facebook,Customer,Tablet,Safari,Android,/products
S3164,U23827,2026-05-19 07:20:32,2026-05-19 07:41:32,Direct,Article,Desktop,Firefox,Windows,/offers
S3165,U8649,2026-05-21 21:57:59,2026-05-21 22:07:59,Instagram,Authority,Desktop,Firefox,MacOS,/home
S3166,U7083,2026-05-20 15:22:46,2026-05-20 15:52:46,Direct,News,Tablet,Chrome,Windows,/offers
S3167,U12526,2026-05-23 14:17:18,2026-05-23 14:53:18,Direct,Win,Mobile,Edge,Windows,/products
S3168,U12165,2026-05-18 20:29:09,2026-05-18 20:36:09,Facebook,Commercial,Tablet,Firefox,Windows,/products
S3169,U3156,2026-05-23 11:07:44,2026-05-23 11:25:44,Organic,Professional,Mobile,Chrome,iOS,/offers
S3170,U3761,2026-05-21 12:54:12,2026-05-21 13:01:12,Direct,Just,Mobile,Edge,Windows,/products
S3171,U1382,2026-05-20 11:16:20,2026-05-20 11:53:20,Instagram,Than,Mobile,Edge,iOS,/offers
S3172,U13778,2026-05-18 16:18:01,2026-05-18 16:26:01,Facebook,Option,Tablet,Firefox,Android,/products
S3173,U22016,2026-05-22 08:16:52,2026-05-22 08:26:52,Direct,Head,Desktop,Safari,MacOS,/home
S3174,U2776,2026-05-19 13:50:36,2026-05-19 14:14:36,Facebook,Size,Mobile,Edge,Android,/offers
S3175,U26,2026-05-21 02:37:32,2026-05-21 03:11:32,Facebook,Necessary,Tablet,Edge,Windows,/products
S3176,U2722,2026-05-24 07:40:23,2026-05-24 08:11:23,Direct,Audience,Desktop,Chrome,iOS,/offers
S3177,U10263,2026-05-19 14:39:50,2026-05-19 14:45:50,Google Ads,Subject,Mobile,Chrome,MacOS,/products
S3178,U9398,2026-05-23 17:42:14,2026-05-23 18:07:14,Instagram,Drop,Mobile,Edge,Windows,/products
S3179,U5852,2026-05-22 08:46:46,2026-05-22 09:10:46,Email,Arrive,Mobile,Safari,iOS,/products
S3180,U12979,2026-05-20 02:45:12,2026-05-20 02:52:12,Google Ads,Rock,Desktop,Firefox,Windows,/home
S3181,U18482,2026-05-23 15:29:31,2026-05-23 15:31:31,Facebook,Couple,Desktop,Safari,iOS,/products
S3182,U10218,2026-05-24 07:26:52,2026-05-24 07:59:52,Email,Energy,Tablet,Firefox,Windows,/home
S3183,U17643,2026-05-23 00:44:56,2026-05-23 01:05:56,Facebook,Writer,Tablet,Firefox,Android,/products
S3184,U17481,2026-05-18 20:11:58,2026-05-18 20:29:58,Direct,Dark,Mobile,Firefox,MacOS,/home
S3185,U12019,2026-05-19 01:45:01,2026-05-19 01:48:01,Instagram,Light,Tablet,Edge,iOS,/products
S3186,U6275,2026-05-22 19:00:33,2026-05-22 19:11:33,Direct,Audience,Tablet,Edge,Android,/products
S3187,U125,2026-05-24 07:39:00,2026-05-24 08:04:00,Organic,Really,Desktop,Edge,MacOS,/products
S3188,U21702,2026-05-23 11:42:45,2026-05-23 12:22:45,Email,Treatment,Desktop,Safari,MacOS,/products
S3189,U22647,2026-05-18 13:13:58,2026-05-18 13:50:58,Direct,Especially,Desktop,Edge,iOS,/offers
S3190,U10822,2026-05-21 23:09:55,2026-05-21 23:26:55,Organic,President,Mobile,Safari,MacOS,/offers
S3191,U2388,2026-05-24 01:53:03,2026-05-24 02:24:03,Direct,Report,Tablet,Firefox,Android,/products
S3192,U1781,2026-05-20 10:02:42,2026-05-20 10:29:42,Instagram,Goal,Mobile,Safari,MacOS,/offers
S3193,U1097,2026-05-20 22:10:23,2026-05-20 22:17:23,Instagram,Occur,Mobile,Chrome,iOS,/home
S3194,U5107,2026-05-21 13:32:55,2026-05-21 14:05:55,Facebook,Still,Mobile,Firefox,Android,/products
S3195,U22309,2026-05-24 04:46:50,2026-05-24 05:13:50,Direct,Road,Mobile,Edge,iOS,/products
S3196,U24936,2026-05-24 02:27:24,2026-05-24 02:48:24,Organic,Like,Tablet,Edge,Android,/home
S3197,U7667,2026-05-19 01:48:48,2026-05-19 02:06:48,Facebook,Play,Mobile,Edge,iOS,/products
S3198,U10041,2026-05-20 12:06:47,2026-05-20 12:13:47,Organic,Help,Mobile,Chrome,iOS,/offers
S3199,U4037,2026-05-20 11:47:12,2026-05-20 12:26:12,Direct,Cost,Mobile,Safari,Windows,/home
S3200,U1249,2026-05-22 15:25:12,2026-05-22 15:32:12,Direct,Decide,Mobile,Chrome,Android,/offers
S3201,U18007,2026-05-22 09:30:11,2026-05-22 09:57:11,Google Ads,Consider,Tablet,Firefox,iOS,/products
S3202,U7353,2026-05-22 00:23:55,2026-05-22 00:50:55,Facebook,Develop,Desktop,Safari,Android,/products
S3203,U24987,2026-05-23 18:59:36,2026-05-23 19:31:36,Google Ads,Between,Desktop,Firefox,Windows,/home
S3204,U15288,2026-05-24 10:46:33,2026-05-24 11:15:33,Google Ads,Despite,Mobile,Firefox,Android,/offers
S3205,U11367,2026-05-23 22:54:13,2026-05-23 23:33:13,Google Ads,Them,Mobile,Firefox,MacOS,/home
S3206,U18591,2026-05-23 09:53:20,2026-05-23 10:22:20,Organic,Result,Tablet,Chrome,Windows,/products
S3207,U3662,2026-05-21 03:19:21,2026-05-21 03:57:21,Facebook,Partner,Mobile,Chrome,MacOS,/products
S3208,U20475,2026-05-19 11:43:07,2026-05-19 12:23:07,Direct,Notice,Tablet,Chrome,Windows,/offers
S3209,U20856,2026-05-22 17:16:25,2026-05-22 17:29:25,Google Ads,May,Tablet,Firefox,Windows,/offers
S3210,U22719,2026-05-18 18:52:57,2026-05-18 19:16:57,Facebook,Security,Tablet,Edge,iOS,/offers
S3211,U24365,2026-05-20 16:59:25,2026-05-20 17:32:25,Facebook,Prove,Desktop,Chrome,iOS,/offers
S3212,U22853,2026-05-24 05:47:35,2026-05-24 06:03:35,Organic,Wear,Tablet,Firefox,Android,/offers
S3213,U5895,2026-05-19 10:22:53,2026-05-19 10:54:53,Google Ads,Pm,Mobile,Edge,iOS,/offers
S3214,U22572,2026-05-23 15:25:34,2026-05-23 15:59:34,Google Ads,Trouble,Tablet,Chrome,Android,/home
S3215,U23579,2026-05-21 23:39:48,2026-05-21 23:50:48,Instagram,Agent,Desktop,Firefox,Android,/products
S3216,U18069,2026-05-18 14:37:50,2026-05-18 15:00:50,Email,Step,Desktop,Chrome,Windows,/products
S3217,U8474,2026-05-23 10:36:33,2026-05-23 11:10:33,Facebook,Everybody,Tablet,Firefox,Windows,/products
S3218,U12718,2026-05-18 11:48:24,2026-05-18 12:12:24,Direct,Reach,Desktop,Safari,Windows,/offers
S3219,U22089,2026-05-20 11:45:29,2026-05-20 12:04:29,Email,North,Desktop,Firefox,Android,/home
S3220,U20942,2026-05-22 08:33:01,2026-05-22 08:59:01,Facebook,Some,Mobile,Edge,Windows,/products
S3221,U23936,2026-05-21 05:10:14,2026-05-21 05:17:14,Facebook,Them,Desktop,Safari,iOS,/offers
S3222,U19957,2026-05-18 15:12:20,2026-05-18 15:14:20,Facebook,Six,Tablet,Safari,iOS,/products
S3223,U11310,2026-05-23 06:00:29,2026-05-23 06:40:29,Direct,Kind,Tablet,Edge,MacOS,/products
S3224,U10803,2026-05-21 04:39:31,2026-05-21 04:48:31,Google Ads,Need,Mobile,Edge,Windows,/offers
S3225,U12178,2026-05-22 02:02:19,2026-05-22 02:19:19,Organic,Receive,Desktop,Edge,MacOS,/home
S3226,U18994,2026-05-21 21:36:16,2026-05-21 21:44:16,Facebook,Company,Mobile,Firefox,Windows,/home
S3227,U18476,2026-05-20 10:00:18,2026-05-20 10:20:18,Google Ads,Method,Desktop,Safari,Windows,/products
S3228,U11989,2026-05-22 07:51:11,2026-05-22 07:59:11,Organic,Short,Mobile,Chrome,Android,/home
S3229,U13306,2026-05-21 05:46:02,2026-05-21 06:19:02,Organic,Within,Desktop,Edge,Windows,/products
S3230,U5717,2026-05-19 05:27:30,2026-05-19 05:57:30,Facebook,Fly,Tablet,Chrome,Android,/products
S3231,U8595,2026-05-22 06:59:59,2026-05-22 07:19:59,Instagram,Could,Mobile,Firefox,MacOS,/products
