user_id,sign_up_date,gender,age_group,Country,city,acquisition_channel,customer_segment
U15662,2026-03-31,Prefer not to disclose,25-34,India,Lucknow,Direct,Regular
U15663,2024-06-13,Prefer not to disclose,35-44,India,Jaipur,Direct,Occasional
U15664,2025-03-11,Prefer not to disclose,25-34,India,Chennai,Direct,Occasional
U15665,2024-08-16,Prefer not to disclose,45+,India,Pune,Facebook,Occasional
U15666,2025-02-16,Female,35-44,India,Bangalore,Google Ads,Occasional
U15667,2025-01-29,Female,35-44,India,Noida,Google Ads,Occasional
U15668,2025-03-04,Male,25-34,India,Pune,Facebook,Regular
U15669,2025-05-27,Prefer not to disclose,25-34,India,Noida,Google Ads,Regular
U15670,2026-05-01,Prefer not to disclose,45+,India,Jaipur,Direct,Occasional
U15671,2025-09-10,Female,18-24,India,Lucknow,Email,Regular
U15672,2024-07-25,Prefer not to disclose,35-44,India,Chennai,Google Ads,Occasional
U15673,2024-11-21,Male,18-24,India,Noida,Google Ads,Occasional
U15674,2024-07-13,Prefer not to disclose,18-24,India,Lucknow,Organic,Premium
U15675,2025-09-27,Prefer not to disclose,45+,India,Lucknow,Google Ads,Occasional
U15676,2024-07-14,Female,18-24,India,Jaipur,Google Ads,Regular
U15677,2026-01-21,Male,45+,India,Noida,Instagram,Regular
U15678,2026-03-26,Prefer not to disclose,18-24,India,Delhi,Email,Regular
U15679,2024-07-13,Female,35-44,India,Lucknow,Facebook,Regular
U15680,2026-01-26,Prefer not to disclose,25-34,India,Noida,Facebook,Occasional
U15681,2024-09-10,Prefer not to disclose,45+,India,Lucknow,Facebook,Premium
U15682,2025-10-08,Prefer not to disclose,35-44,India,Mumbai,Google Ads,Occasional
U15683,2024-06-29,Prefer not to disclose,45+,India,Bangalore,Instagram,Regular
U15684,2025-07-31,Female,35-44,India,Chennai,Google Ads,Occasional
U15685,2025-03-07,Female,25-34,India,Delhi,Instagram,Premium
U15686,2024-06-19,Male,25-34,India,Hyderabad,Organic,Premium
U15687,2024-10-17,Female,18-24,India,Mumbai,Direct,Regular
U15688,2024-09-12,Male,25-34,India,Bangalore,Direct,Premium
U15689,2025-05-11,Female,45+,India,Chennai,Google Ads,Occasional
U15690,2025-08-12,Male,18-24,India,Lucknow,Email,Occasional
U15691,2025-07-27,Male,35-44,India,Chennai,Instagram,Premium
U15692,2025-04-15,Prefer not to disclose,25-34,India,Lucknow,Facebook,Regular
U15693,2024-10-27,Prefer not to disclose,45+,India,Pune,Google Ads,Premium
U15694,2025-08-07,Female,18-24,India,Pune,Organic,Regular
U15695,2025-06-01,Male,18-24,India,Delhi,Email,Occasional
U15696,2025-12-11,Prefer not to disclose,18-24,India,Lucknow,Email,Premium
U15697,2024-11-04,Male,25-34,India,Noida,Google Ads,Premium
U15698,2025-02-09,Male,25-34,India,Hyderabad,Email,Regular
U15699,2025-11-26,Female,18-24,India,Noida,Direct,Occasional
U15700,2024-08-04,Male,18-24,India,Noida,Email,Regular
U15701,2024-09-24,Female,25-34,India,Mumbai,Google Ads,Occasional
U15702,2024-12-10,Male,35-44,India,Chennai,Instagram,Occasional
U15703,2024-11-13,Female,45+,India,Bangalore,Email,Occasional
U15704,2026-01-15,Male,45+,India,Chennai,Facebook,Premium
U15705,2025-01-14,Male,18-24,India,Chennai,Organic,Premium
U15706,2025-07-02,Female,35-44,India,Noida,Instagram,Occasional
U15707,2025-10-11,Male,25-34,India,Noida,Instagram,Premium
U15708,2025-10-01,Male,45+,India,Bangalore,Google Ads,Premium
U15709,2025-11-15,Prefer not to disclose,18-24,India,Chennai,Instagram,Regular
U15710,2024-10-03,Prefer not to disclose,45+,India,Bangalore,Email,Occasional
U15711,2025-12-08,Prefer not to disclose,18-24,India,Mumbai,Instagram,Regular
U15712,2024-08-05,Male,25-34,India,Hyderabad,Direct,Premium
U15713,2024-12-13,Male,18-24,India,Delhi,Google Ads,Premium
U15714,2024-11-19,Female,25-34,India,Mumbai,Facebook,Premium
U15715,2025-01-10,Male,25-34,India,Hyderabad,Facebook,Occasional
U15716,2025-06-29,Prefer not to disclose,45+,India,Lucknow,Instagram,Regular
U15717,2024-06-12,Female,25-34,India,Delhi,Email,Regular
U15718,2024-10-05,Female,45+,India,Delhi,Google Ads,Regular
U15719,2025-02-09,Male,35-44,India,Noida,Email,Regular
U15720,2025-12-02,Female,45+,India,Delhi,Email,Regular
U15721,2024-06-01,Male,18-24,India,Chennai,Google Ads,Occasional
U15722,2024-11-05,Male,35-44,India,Hyderabad,Google Ads,Regular
U15723,2024-09-16,Prefer not to disclose,35-44,India,Lucknow,Google Ads,Regular
U15724,2026-04-17,Male,25-34,India,Kolkata,Organic,Premium
U15725,2025-04-22,Male,25-34,India,Lucknow,Facebook,Regular
U15726,2025-12-23,Prefer not to disclose,45+,India,Hyderabad,Organic,Premium
U15727,2024-08-27,Female,25-34,India,Jaipur,Facebook,Occasional
U15728,2025-12-19,Female,45+,India,Bangalore,Direct,Premium
U15729,2025-09-06,Male,35-44,India,Jaipur,Organic,Premium
U15730,2025-07-28,Female,25-34,India,Jaipur,Facebook,Regular
U15731,2025-06-06,Male,45+,India,Delhi,Facebook,Regular
U15732,2024-11-06,Male,25-34,India,Chennai,Organic,Regular
U15733,2024-08-30,Prefer not to disclose,18-24,India,Mumbai,Google Ads,Occasional
U15734,2024-08-21,Male,45+,India,Delhi,Email,Premium
U15735,2024-08-19,Male,18-24,India,Pune,Google Ads,Regular
U15736,2025-07-20,Female,18-24,India,Jaipur,Direct,Regular
U15737,2026-04-28,Female,35-44,India,Lucknow,Google Ads,Occasional
U15738,2026-02-20,Female,35-44,India,Pune,Instagram,Occasional
U15739,2025-10-25,Female,18-24,India,Pune,Direct,Regular
U15740,2025-09-21,Female,25-34,India,Bangalore,Email,Occasional
U15741,2025-12-09,Male,35-44,India,Lucknow,Organic,Regular
U15742,2024-10-30,Prefer not to disclose,45+,India,Hyderabad,Email,Occasional
U15743,2025-08-09,Prefer not to disclose,18-24,India,Lucknow,Google Ads,Premium
U15744,2026-03-08,Female,35-44,India,Kolkata,Organic,Regular
U15745,2024-07-16,Female,25-34,India,Chennai,Facebook,Occasional
U15746,2025-12-03,Prefer not to disclose,35-44,India,Pune,Instagram,Occasional
U15747,2024-09-15,Female,25-34,India,Chennai,Organic,Regular
U15748,2025-07-20,Prefer not to disclose,25-34,India,Bangalore,Organic,Regular
U15749,2025-12-25,Prefer not to disclose,25-34,India,Jaipur,Email,Premium
U15750,2025-09-18,Female,35-44,India,Kolkata,Facebook,Occasional
U15751,2025-09-18,Prefer not to disclose,18-24,India,Mumbai,Google Ads,Occasional
U15752,2025-04-04,Female,25-34,India,Chennai,Organic,Occasional
U15753,2024-12-03,Male,18-24,India,Bangalore,Direct,Occasional
U15754,2026-01-07,Male,35-44,India,Bangalore,Organic,Premium
U15755,2024-08-05,Male,45+,India,Lucknow,Instagram,Premium
U15756,2025-04-12,Female,18-24,India,Mumbai,Direct,Regular
U15757,2026-05-24,Male,18-24,India,Jaipur,Direct,Regular
U15758,2024-06-26,Male,25-34,India,Kolkata,Direct,Occasional
U15759,2024-12-01,Female,45+,India,Kolkata,Instagram,Occasional
U15760,2024-07-25,Male,45+,India,Noida,Email,Premium
U15761,2024-08-13,Male,45+,India,Mumbai,Email,Occasional
U15762,2025-11-23,Male,35-44,India,Hyderabad,Facebook,Occasional
U15763,2025-06-07,Prefer not to disclose,25-34,India,Mumbai,Email,Premium
U15764,2024-09-01,Female,18-24,India,Chennai,Google Ads,Premium
U15765,2025-07-21,Female,25-34,India,Delhi,Direct,Regular
U15766,2024-09-01,Female,45+,India,Kolkata,Direct,Regular
U15767,2024-07-02,Female,18-24,India,Lucknow,Instagram,Regular
U15768,2026-04-06,Male,35-44,India,Mumbai,Instagram,Occasional
U15769,2024-08-30,Female,45+,India,Chennai,Facebook,Premium
U15770,2024-08-22,Male,45+,India,Bangalore,Direct,Occasional
U15771,2024-08-29,Prefer not to disclose,18-24,India,Hyderabad,Google Ads,Occasional
U15772,2024-10-06,Prefer not to disclose,25-34,India,Mumbai,Google Ads,Premium
U15773,2025-07-29,Female,35-44,India,Mumbai,Direct,Regular
U15774,2025-09-21,Prefer not to disclose,45+,India,Pune,Direct,Premium
U15775,2026-01-17,Prefer not to disclose,35-44,India,Bangalore,Google Ads,Premium
U15776,2024-09-14,Prefer not to disclose,25-34,India,Delhi,Email,Regular
U15777,2025-08-21,Prefer not to disclose,35-44,India,Jaipur,Instagram,Occasional
U15778,2025-11-21,Female,18-24,India,Jaipur,Email,Premium
U15779,2025-01-19,Prefer not to disclose,45+,India,Bangalore,Facebook,Regular
U15780,2025-10-02,Prefer not to disclose,25-34,India,Kolkata,Facebook,Regular
U15781,2024-10-17,Prefer not to disclose,35-44,India,Pune,Direct,Occasional
U15782,2025-07-06,Male,45+,India,Hyderabad,Direct,Premium
U15783,2026-01-18,Female,18-24,India,Delhi,Google Ads,Regular
U15784,2024-07-04,Male,45+,India,Noida,Email,Premium
U15785,2024-12-17,Male,35-44,India,Kolkata,Instagram,Premium
U15786,2024-09-28,Female,35-44,India,Hyderabad,Email,Occasional
U15787,2025-05-23,Prefer not to disclose,18-24,India,Noida,Google Ads,Premium
U15788,2024-07-19,Prefer not to disclose,45+,India,Jaipur,Google Ads,Occasional
U15789,2025-09-11,Prefer not to disclose,18-24,India,Kolkata,Instagram,Premium
U15790,2026-05-24,Female,35-44,India,Bangalore,Facebook,Premium
U15791,2024-08-03,Prefer not to disclose,18-24,India,Lucknow,Google Ads,Regular
U15792,2024-09-06,Male,45+,India,Kolkata,Email,Premium
U15793,2025-06-04,Prefer not to disclose,35-44,India,Pune,Facebook,Regular
U15794,2025-05-19,Male,25-34,India,Chennai,Direct,Occasional
U15795,2026-05-04,Female,45+,India,Hyderabad,Instagram,Premium
U15796,2025-02-17,Prefer not to disclose,45+,India,Jaipur,Google Ads,Occasional
U15797,2025-08-09,Female,35-44,India,Mumbai,Google Ads,Premium
U15798,2024-12-06,Female,45+,India,Delhi,Instagram,Premium
U15799,2025-03-07,Female,35-44,India,Pune,Facebook,Premium
U15800,2025-12-28,Male,25-34,India,Mumbai,Direct,Occasional
U15801,2025-12-22,Male,18-24,India,Chennai,Organic,Premium
U15802,2024-11-27,Male,18-24,India,Hyderabad,Email,Occasional
U15803,2025-10-12,Prefer not to disclose,45+,India,Bangalore,Facebook,Premium
U15804,2025-05-03,Male,18-24,India,Delhi,Organic,Premium
U15805,2026-03-31,Prefer not to disclose,18-24,India,Jaipur,Direct,Regular
U15806,2024-06-02,Prefer not to disclose,35-44,India,Chennai,Facebook,Occasional
U15807,2024-09-10,Prefer not to disclose,18-24,India,Kolkata,Instagram,Occasional
U15808,2025-09-15,Male,18-24,India,Kolkata,Google Ads,Regular
U15809,2025-01-16,Female,35-44,India,Delhi,Organic,Premium
U15810,2024-12-12,Female,45+,India,Hyderabad,Instagram,Premium
U15811,2025-03-17,Male,25-34,India,Noida,Google Ads,Regular
U15812,2025-08-08,Female,35-44,India,Bangalore,Organic,Regular
U15813,2025-04-14,Male,18-24,India,Bangalore,Organic,Regular
U15814,2026-05-22,Female,25-34,India,Mumbai,Organic,Regular
U15815,2025-03-19,Prefer not to disclose,45+,India,Kolkata,Facebook,Occasional
U15816,2025-03-19,Prefer not to disclose,45+,India,Chennai,Facebook,Premium
U15817,2026-01-18,Female,25-34,India,Kolkata,Direct,Regular
U15818,2025-03-25,Prefer not to disclose,45+,India,Bangalore,Google Ads,Regular
U15819,2024-07-22,Prefer not to disclose,25-34,India,Mumbai,Direct,Regular
U15820,2026-02-04,Prefer not to disclose,45+,India,Chennai,Direct,Premium
U15821,2024-10-07,Female,45+,India,Kolkata,Facebook,Premium
U15822,2024-10-03,Male,35-44,India,Kolkata,Instagram,Regular
U15823,2026-04-30,Prefer not to disclose,18-24,India,Bangalore,Direct,Regular
U15824,2025-07-02,Prefer not to disclose,18-24,India,Noida,Direct,Occasional
U15825,2024-07-01,Female,35-44,India,Kolkata,Facebook,Premium
U15826,2026-05-01,Prefer not to disclose,25-34,India,Chennai,Direct,Occasional
U15827,2024-12-16,Male,25-34,India,Pune,Google Ads,Premium
U15828,2026-01-13,Prefer not to disclose,18-24,India,Mumbai,Email,Premium
U15829,2025-12-15,Male,18-24,India,Delhi,Instagram,Occasional
U15830,2025-02-18,Prefer not to disclose,35-44,India,Hyderabad,Facebook,Regular
U15831,2024-06-26,Prefer not to disclose,45+,India,Delhi,Google Ads,Occasional
U15832,2025-05-20,Male,45+,India,Noida,Instagram,Occasional
U15833,2026-02-04,Prefer not to disclose,18-24,India,Bangalore,Direct,Regular
U15834,2025-06-19,Male,45+,India,Noida,Organic,Occasional
U15835,2025-04-04,Male,25-34,India,Hyderabad,Facebook,Regular
U15836,2024-09-03,Prefer not to disclose,25-34,India,Kolkata,Email,Occasional
U15837,2025-07-15,Female,45+,India,Pune,Facebook,Regular
U15838,2026-03-31,Prefer not to disclose,25-34,India,Jaipur,Organic,Premium
U15839,2024-11-10,Female,45+,India,Pune,Organic,Regular
U15840,2025-10-14,Male,35-44,India,Hyderabad,Organic,Occasional
U15841,2024-08-25,Female,45+,India,Delhi,Instagram,Regular
U15842,2025-08-16,Prefer not to disclose,35-44,India,Noida,Google Ads,Premium
U15843,2025-07-22,Female,18-24,India,Delhi,Instagram,Occasional
U15844,2026-02-27,Female,35-44,India,Mumbai,Organic,Regular
U15845,2025-12-31,Prefer not to disclose,35-44,India,Jaipur,Email,Premium
U15846,2025-12-11,Prefer not to disclose,25-34,India,Bangalore,Email,Premium
U15847,2026-04-07,Prefer not to disclose,25-34,India,Pune,Organic,Occasional
U15848,2025-04-26,Prefer not to disclose,25-34,India,Noida,Facebook,Premium
U15849,2025-10-13,Male,45+,India,Chennai,Email,Premium
U15850,2024-06-30,Male,25-34,India,Pune,Direct,Occasional
U15851,2025-01-23,Female,18-24,India,Bangalore,Instagram,Occasional
U15852,2024-11-19,Prefer not to disclose,18-24,India,Hyderabad,Google Ads,Premium
U15853,2024-08-16,Prefer not to disclose,45+,India,Delhi,Organic,Regular
U15854,2026-01-17,Female,45+,India,Delhi,Facebook,Premium
U15855,2025-11-01,Male,35-44,India,Hyderabad,Email,Premium
U15856,2026-04-22,Female,18-24,India,Jaipur,Google Ads,Occasional
U15857,2025-02-03,Female,35-44,India,Bangalore,Facebook,Premium
U15858,2025-09-05,Prefer not to disclose,35-44,India,Delhi,Direct,Regular
U15859,2025-03-05,Prefer not to disclose,18-24,India,Mumbai,Google Ads,Occasional
U15860,2025-07-11,Female,25-34,India,Pune,Organic,Premium
U15861,2026-04-28,Male,35-44,India,Lucknow,Google Ads,Premium
U15862,2024-11-01,Female,18-24,India,Noida,Direct,Premium
U15863,2026-02-10,Female,25-34,India,Lucknow,Email,Occasional
U15864,2026-01-13,Female,45+,India,Noida,Direct,Occasional
U15865,2024-11-03,Male,25-34,India,Lucknow,Direct,Occasional
U15866,2024-10-26,Prefer not to disclose,25-34,India,Jaipur,Facebook,Premium
U15867,2024-10-10,Female,35-44,India,Chennai,Email,Occasional
U15868,2024-06-02,Prefer not to disclose,35-44,India,Chennai,Google Ads,Regular
U15869,2024-12-03,Prefer not to disclose,45+,India,Hyderabad,Instagram,Occasional
U15870,2025-07-12,Female,18-24,India,Mumbai,Organic,Premium
U15871,2024-12-31,Prefer not to disclose,25-34,India,Kolkata,Organic,Occasional
U15872,2025-09-09,Male,25-34,India,Kolkata,Google Ads,Premium
U15873,2026-03-14,Prefer not to disclose,25-34,India,Bangalore,Instagram,Occasional
U15874,2024-12-12,Male,25-34,India,Jaipur,Google Ads,Premium
U15875,2025-03-24,Prefer not to disclose,25-34,India,Pune,Google Ads,Premium
U15876,2026-01-10,Prefer not to disclose,35-44,India,Jaipur,Google Ads,Premium
U15877,2025-07-03,Female,35-44,India,Kolkata,Google Ads,Premium
U15878,2026-04-20,Female,45+,India,Lucknow,Google Ads,Occasional
U15879,2024-09-02,Female,45+,India,Jaipur,Google Ads,Regular
U15880,2025-10-12,Female,35-44,India,Noida,Email,Occasional
U15881,2024-10-26,Prefer not to disclose,25-34,India,Bangalore,Email,Regular
U15882,2024-07-30,Female,25-34,India,Jaipur,Organic,Occasional
U15883,2024-08-23,Female,18-24,India,Chennai,Instagram,Occasional
U15884,2025-06-06,Male,35-44,India,Kolkata,Google Ads,Premium
U15885,2024-11-20,Prefer not to disclose,35-44,India,Jaipur,Email,Regular
U15886,2024-08-30,Male,18-24,India,Jaipur,Organic,Occasional
U15887,2025-03-04,Prefer not to disclose,25-34,India,Noida,Direct,Occasional
U15888,2026-04-30,Prefer not to disclose,25-34,India,Delhi,Direct,Regular
U15889,2026-04-14,Female,45+,India,Bangalore,Organic,Occasional
U15890,2025-11-02,Male,18-24,India,Lucknow,Organic,Premium
U15891,2024-09-27,Female,18-24,India,Mumbai,Google Ads,Premium
U15892,2025-07-19,Prefer not to disclose,18-24,India,Hyderabad,Google Ads,Regular
U15893,2025-12-07,Prefer not to disclose,25-34,India,Jaipur,Google Ads,Regular
U15894,2025-08-29,Male,35-44,India,Noida,Google Ads,Occasional
U15895,2025-09-01,Female,35-44,India,Delhi,Facebook,Occasional
U15896,2025-10-20,Female,25-34,India,Noida,Instagram,Premium
U15897,2024-06-13,Female,35-44,India,Bangalore,Google Ads,Regular
U15898,2026-02-13,Male,35-44,India,Jaipur,Google Ads,Regular
U15899,2024-06-10,Female,25-34,India,Hyderabad,Direct,Premium
U15900,2025-05-27,Female,18-24,India,Lucknow,Facebook,Premium
U15901,2026-02-23,Female,45+,India,Lucknow,Facebook,Premium
U15902,2024-10-05,Male,18-24,India,Mumbai,Instagram,Occasional
U15903,2024-07-22,Female,35-44,India,Pune,Email,Premium
U15904,2026-04-20,Prefer not to disclose,35-44,India,Kolkata,Organic,Premium
U15905,2025-12-25,Male,18-24,India,Jaipur,Organic,Occasional
U15906,2024-08-04,Female,18-24,India,Chennai,Direct,Regular
U15907,2026-05-11,Prefer not to disclose,25-34,India,Bangalore,Organic,Premium
U15908,2025-09-25,Prefer not to disclose,25-34,India,Bangalore,Organic,Occasional
U15909,2026-02-16,Male,45+,India,Chennai,Instagram,Premium
U15910,2025-05-24,Prefer not to disclose,25-34,India,Noida,Google Ads,Occasional
U15911,2024-09-14,Male,35-44,India,Mumbai,Organic,Regular
U15912,2024-06-02,Prefer not to disclose,25-34,India,Mumbai,Google Ads,Premium
U15913,2025-02-27,Female,45+,India,Bangalore,Instagram,Premium
U15914,2025-05-29,Prefer not to disclose,25-34,India,Kolkata,Facebook,Occasional
U15915,2024-07-21,Male,25-34,India,Jaipur,Email,Regular
U15916,2025-02-20,Prefer not to disclose,35-44,India,Mumbai,Google Ads,Regular
U15917,2025-08-24,Female,45+,India,Noida,Email,Occasional
U15918,2025-03-17,Male,45+,India,Pune,Facebook,Regular
U15919,2025-03-27,Female,35-44,India,Kolkata,Facebook,Premium
U15920,2025-08-05,Female,45+,India,Hyderabad,Google Ads,Regular
U15921,2025-07-24,Prefer not to disclose,18-24,India,Jaipur,Email,Regular
U15922,2024-07-30,Male,18-24,India,Hyderabad,Organic,Regular
U15923,2025-04-20,Prefer not to disclose,45+,India,Lucknow,Google Ads,Premium
U15924,2024-07-24,Male,25-34,India,Lucknow,Direct,Regular
U15925,2025-06-24,Female,35-44,India,Hyderabad,Google Ads,Regular
U15926,2024-10-28,Prefer not to disclose,45+,India,Jaipur,Organic,Regular
U15927,2025-05-25,Male,45+,India,Jaipur,Email,Regular
U15928,2026-02-26,Female,25-34,India,Jaipur,Instagram,Regular
U15929,2025-03-17,Male,35-44,India,Hyderabad,Email,Regular
U15930,2025-09-24,Female,25-34,India,Lucknow,Facebook,Regular
U15931,2025-11-21,Male,45+,India,Delhi,Instagram,Premium
U15932,2025-03-14,Male,25-34,India,Kolkata,Direct,Regular
U15933,2026-02-20,Female,25-34,India,Bangalore,Instagram,Occasional
U15934,2025-01-12,Female,45+,India,Bangalore,Facebook,Premium
U15935,2026-04-10,Female,35-44,India,Noida,Organic,Occasional
U15936,2025-04-26,Prefer not to disclose,45+,India,Pune,Organic,Premium
U15937,2025-03-19,Female,25-34,India,Hyderabad,Email,Premium
U15938,2026-01-19,Prefer not to disclose,35-44,India,Delhi,Direct,Regular
U15939,2025-11-21,Male,18-24,India,Lucknow,Direct,Premium
U15940,2025-02-22,Prefer not to disclose,45+,India,Bangalore,Google Ads,Regular
U15941,2026-05-07,Female,18-24,India,Jaipur,Facebook,Regular
U15942,2025-05-11,Female,25-34,India,Lucknow,Instagram,Regular
U15943,2024-07-19,Prefer not to disclose,18-24,India,Delhi,Organic,Regular
U15944,2025-03-07,Prefer not to disclose,35-44,India,Kolkata,Organic,Regular
U15945,2025-04-28,Female,35-44,India,Delhi,Facebook,Premium
U15946,2025-07-10,Female,25-34,India,Pune,Email,Occasional
U15947,2025-09-09,Female,45+,India,Delhi,Email,Premium
U15948,2025-04-06,Prefer not to disclose,25-34,India,Delhi,Google Ads,Occasional
U15949,2025-04-23,Female,35-44,India,Lucknow,Email,Premium
U15950,2025-06-18,Female,18-24,India,Mumbai,Google Ads,Premium
U15951,2024-09-03,Prefer not to disclose,35-44,India,Hyderabad,Google Ads,Premium
U15952,2024-06-23,Female,25-34,India,Chennai,Facebook,Premium
U15953,2025-12-31,Female,35-44,India,Kolkata,Email,Premium
U15954,2026-03-30,Prefer not to disclose,25-34,India,Mumbai,Organic,Occasional
U15955,2024-05-26,Prefer not to disclose,35-44,India,Jaipur,Email,Occasional
U15956,2025-07-09,Prefer not to disclose,18-24,India,Bangalore,Facebook,Occasional
U15957,2025-08-14,Prefer not to disclose,18-24,India,Mumbai,Email,Occasional
U15958,2024-11-09,Male,35-44,India,Hyderabad,Direct,Regular
U15959,2024-06-27,Female,18-24,India,Jaipur,Direct,Regular
U15960,2026-05-04,Male,45+,India,Noida,Instagram,Premium
U15961,2024-12-14,Prefer not to disclose,35-44,India,Delhi,Email,Regular
U15962,2024-11-25,Prefer not to disclose,45+,India,Noida,Email,Regular
U15963,2024-07-14,Male,18-24,India,Pune,Instagram,Regular
U15964,2026-03-30,Prefer not to disclose,18-24,India,Delhi,Instagram,Regular
U15965,2025-11-15,Female,35-44,India,Hyderabad,Google Ads,Occasional
U15966,2026-05-01,Male,45+,India,Hyderabad,Direct,Occasional
U15967,2025-04-22,Female,35-44,India,Noida,Organic,Occasional
U15968,2024-07-01,Male,35-44,India,Noida,Facebook,Occasional
U15969,2024-09-07,Male,18-24,India,Delhi,Google Ads,Premium
U15970,2024-06-01,Female,18-24,India,Bangalore,Organic,Regular
U15971,2025-01-27,Prefer not to disclose,18-24,India,Delhi,Email,Regular
U15972,2024-06-11,Prefer not to disclose,25-34,India,Kolkata,Facebook,Premium
U15973,2024-08-07,Male,18-24,India,Chennai,Email,Premium
U15974,2024-08-05,Female,18-24,India,Chennai,Instagram,Occasional
U15975,2025-04-02,Prefer not to disclose,45+,India,Delhi,Direct,Premium
U15976,2025-03-13,Prefer not to disclose,35-44,India,Hyderabad,Instagram,Occasional
U15977,2024-08-14,Male,45+,India,Lucknow,Google Ads,Occasional
U15978,2026-04-04,Male,45+,India,Pune,Facebook,Regular
U15979,2025-08-23,Male,45+,India,Delhi,Email,Regular
U15980,2025-10-30,Male,25-34,India,Delhi,Google Ads,Premium
U15981,2025-05-26,Male,25-34,India,Delhi,Email,Occasional
U15982,2024-06-17,Male,35-44,India,Mumbai,Google Ads,Regular
U15983,2025-01-13,Male,35-44,India,Delhi,Direct,Regular
U15984,2025-05-07,Prefer not to disclose,25-34,India,Mumbai,Instagram,Regular
U15985,2024-05-25,Prefer not to disclose,35-44,India,Bangalore,Organic,Occasional
U15986,2025-10-25,Female,35-44,India,Kolkata,Google Ads,Premium
U15987,2024-07-14,Male,35-44,India,Pune,Email,Regular
U15988,2025-03-18,Male,18-24,India,Kolkata,Email,Regular
U15989,2025-10-24,Prefer not to disclose,18-24,India,Jaipur,Instagram,Occasional
U15990,2025-03-28,Female,25-34,India,Mumbai,Email,Occasional
U15991,2025-07-14,Male,25-34,India,Pune,Google Ads,Regular
U15992,2025-02-23,Male,18-24,India,Lucknow,Facebook,Occasional
U15993,2025-11-16,Female,45+,India,Noida,Email,Premium
U15994,2025-06-08,Female,35-44,India,Bangalore,Direct,Premium
U15995,2025-02-12,Prefer not to disclose,18-24,India,Chennai,Facebook,Regular
U15996,2025-06-04,Female,18-24,India,Noida,Google Ads,Premium
U15997,2024-11-02,Female,18-24,India,Kolkata,Email,Regular
U15998,2026-01-13,Female,35-44,India,Pune,Instagram,Occasional
U15999,2025-12-01,Male,25-34,India,Noida,Direct,Premium
U16000,2026-01-30,Male,18-24,India,Delhi,Google Ads,Premium
U16001,2024-12-23,Female,25-34,India,Bangalore,Email,Occasional
U16002,2026-01-08,Prefer not to disclose,25-34,India,Kolkata,Facebook,Occasional
U16003,2025-11-02,Male,25-34,India,Pune,Direct,Regular
U16004,2024-11-11,Male,35-44,India,Mumbai,Direct,Regular
U16005,2025-03-04,Male,18-24,India,Pune,Google Ads,Occasional
U16006,2026-05-02,Male,25-34,India,Mumbai,Google Ads,Premium
U16007,2025-11-28,Male,45+,India,Noida,Direct,Premium
U16008,2026-02-17,Male,25-34,India,Kolkata,Google Ads,Premium
U16009,2026-05-24,Female,25-34,India,Pune,Instagram,Regular
U16010,2024-07-24,Female,25-34,India,Jaipur,Organic,Regular
U16011,2025-03-28,Female,45+,India,Bangalore,Instagram,Premium
U16012,2024-05-29,Male,35-44,India,Noida,Email,Premium
U16013,2025-08-18,Male,25-34,India,Kolkata,Direct,Premium
U16014,2026-02-08,Female,35-44,India,Hyderabad,Facebook,Regular
U16015,2025-10-06,Prefer not to disclose,25-34,India,Pune,Google Ads,Occasional
U16016,2025-12-29,Male,25-34,India,Bangalore,Direct,Premium
U16017,2025-05-21,Male,18-24,India,Mumbai,Organic,Regular
U16018,2025-05-21,Female,18-24,India,Mumbai,Facebook,Regular
U16019,2025-06-20,Female,18-24,India,Jaipur,Instagram,Premium
U16020,2026-05-14,Prefer not to disclose,45+,India,Kolkata,Email,Occasional
U16021,2025-12-22,Prefer not to disclose,18-24,India,Noida,Email,Occasional
U16022,2025-11-19,Prefer not to disclose,35-44,India,Kolkata,Organic,Premium
U16023,2024-12-01,Prefer not to disclose,45+,India,Bangalore,Email,Regular
U16024,2026-01-18,Male,25-34,India,Mumbai,Organic,Regular
U16025,2026-01-28,Female,25-34,India,Delhi,Instagram,Occasional
U16026,2025-02-10,Male,18-24,India,Jaipur,Organic,Premium
U16027,2025-05-05,Prefer not to disclose,18-24,India,Chennai,Organic,Regular
U16028,2024-07-05,Prefer not to disclose,18-24,India,Lucknow,Direct,Occasional
U16029,2025-12-16,Prefer not to disclose,25-34,India,Noida,Instagram,Occasional
U16030,2024-12-03,Female,35-44,India,Hyderabad,Direct,Regular
U16031,2024-12-04,Female,45+,India,Chennai,Email,Regular
U16032,2026-04-01,Prefer not to disclose,45+,India,Noida,Email,Occasional
U16033,2026-03-04,Female,25-34,India,Chennai,Direct,Premium
U16034,2026-03-05,Prefer not to disclose,18-24,India,Noida,Organic,Premium
U16035,2025-04-02,Female,35-44,India,Kolkata,Email,Occasional
U16036,2025-01-27,Female,18-24,India,Delhi,Facebook,Premium
U16037,2025-10-31,Prefer not to disclose,35-44,India,Delhi,Google Ads,Occasional
U16038,2024-12-19,Male,35-44,India,Delhi,Direct,Occasional
U16039,2025-09-22,Prefer not to disclose,35-44,India,Delhi,Email,Regular
U16040,2025-11-06,Prefer not to disclose,45+,India,Hyderabad,Direct,Regular
U16041,2025-04-20,Female,35-44,India,Pune,Organic,Premium
U16042,2025-08-31,Female,45+,India,Mumbai,Google Ads,Occasional
U16043,2025-05-22,Female,45+,India,Noida,Direct,Premium
