order_id,user_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,tax_amount,gross_revenue,net_revenue,payment_method,order_status
O34154,U4885,P121,2026-05-22 18:14:58,2,7419.98,2011.42,194.58,2309.14,14839.96,12828.539999999999,UPI,Completed
O34155,U7090,P126,2026-05-18 21:53:50,4,8587.72,2822.45,131.57,5675.12,34350.88,31528.429999999997,Debit Card,Completed
O34156,U7760,P191,2026-05-24 14:36:07,3,6590.48,1016.5,182.51,3375.89,19771.44,18754.94,UPI,Completed
O34157,U1382,P69,2026-05-24 04:55:22,4,6229.13,1770.7,111.61,4166.25,24916.52,23145.82,Debit Card,Completed
O34158,U3643,P121,2026-05-24 11:04:19,2,7419.98,1398.41,51.93,2419.48,14839.96,13441.55,UPI,Completed
O34159,U11937,P27,2026-05-22 12:32:22,4,2843.75,115.47,77.73,2026.72,11375.0,11259.53,UPI,Completed
O34160,U421,P132,2026-05-23 22:37:07,2,9482.02,2609.0,133.89,2943.91,18964.04,16355.04,Credit Card,Completed
O34161,U5815,P48,2026-05-19 21:53:16,3,7867.12,2889.4,161.9,3728.15,23601.36,20711.96,UPI,Completed
O34162,U11733,P122,2026-05-22 20:16:54,2,2836.17,566.08,57.19,919.13,5672.34,5106.26,UPI,Completed
O34163,U10060,P67,2026-05-20 20:30:21,4,2730.17,885.74,66.25,1806.29,10920.68,10034.94,Credit Card,Completed
O34164,U6489,P108,2026-05-23 04:45:55,4,11160.59,3185.98,168.15,7462.15,44642.36,41456.38,Credit Card,Completed
O34165,U10065,P39,2026-05-20 07:41:29,3,9440.21,590.74,159.9,4991.38,28320.629999999997,27729.889999999996,Wallet,Completed
O34166,U7021,P180,2026-05-22 11:36:35,2,4127.59,481.52,190.99,1399.26,8255.18,7773.66,Credit Card,Completed
O34167,U4559,P86,2026-05-23 10:45:27,4,6846.79,1545.54,64.3,4651.49,27387.16,25841.62,UPI,Completed
O34168,U3977,P10,2026-05-20 14:04:49,4,2953.4,1066.4,65.87,1934.5,11813.6,10747.2,Debit Card,Completed
O34169,U14529,P91,2026-05-19 15:40:08,1,1800.55,65.37,79.29,312.33,1800.55,1735.1799999999998,Wallet,Completed
O34170,U13905,P75,2026-05-21 07:23:09,3,3432.41,1115.27,106.76,1652.75,10297.23,9181.96,Wallet,Completed
O34171,U5086,P24,2026-05-24 11:34:36,4,3865.81,624.75,153.13,2670.93,15463.24,14838.49,Credit Card,Completed
O34172,U9279,P104,2026-05-21 17:33:06,1,9757.78,400.31,167.46,1684.34,9757.78,9357.470000000001,Wallet,Completed
O34173,U13411,P21,2026-05-23 13:42:05,4,3483.24,1108.26,111.82,2308.45,13932.96,12824.699999999999,Wallet,Completed
O34174,U6909,P49,2026-05-22 10:53:30,1,5632.99,533.2,108.43,917.96,5632.99,5099.79,Wallet,Completed
O34175,U584,P150,2026-05-24 10:14:04,1,1754.98,86.07,121.58,300.4,1754.98,1668.91,Credit Card,Completed
O34176,U90,P7,2026-05-21 09:51:46,4,5046.09,1146.26,83.7,3426.86,20184.36,19038.100000000002,Credit Card,Completed
O34177,U3660,P150,2026-05-24 03:48:54,2,1754.98,21.31,182.58,627.96,3509.96,3488.65,UPI,Completed
O34178,U5500,P56,2026-05-23 07:15:12,2,8404.45,947.75,180.91,2855.01,16808.9,15861.150000000001,Wallet,Completed
O34179,U6429,P65,2026-05-19 21:37:48,2,4164.6,122.29,78.09,1477.24,8329.2,8206.91,Wallet,Completed
O34180,U1926,P152,2026-05-23 03:38:14,3,4007.76,447.79,174.39,2083.59,12023.28,11575.49,Wallet,Completed
O34181,U10397,P167,2026-05-20 01:53:18,1,10520.1,1454.93,185.17,1631.73,10520.1,9065.17,Credit Card,Completed
O34182,U7878,P141,2026-05-23 22:47:45,4,7788.0,3860.55,116.03,4912.46,31152.0,27291.45,Wallet,Completed
O34183,U14383,P182,2026-05-19 21:21:58,2,10434.15,2937.58,95.66,3227.53,20868.3,17930.72,Credit Card,Completed
O34184,U12965,P47,2026-05-20 05:22:15,4,1976.08,592.35,60.54,1316.15,7904.32,7311.969999999999,Wallet,Completed
O34185,U4970,P28,2026-05-24 03:41:32,3,5017.01,1299.59,164.83,2475.26,15051.03,13751.44,Credit Card,Completed
O34186,U4419,P87,2026-05-23 15:21:44,4,2292.48,488.1,79.54,1562.73,9169.92,8681.82,Debit Card,Completed
O34187,U9187,P46,2026-05-21 09:14:30,4,4481.42,479.94,77.93,3140.23,17925.68,17445.74,UPI,Completed
O34188,U13726,P158,2026-05-19 00:18:39,2,3650.3,877.08,175.18,1156.23,7300.6,6423.52,Debit Card,Completed
O34189,U4278,P77,2026-05-20 22:10:55,3,7007.95,1201.29,106.12,3568.06,21023.85,19822.559999999998,Credit Card,Completed
O34190,U9198,P153,2026-05-23 19:49:36,4,5732.69,43.56,182.69,4119.7,22930.76,22887.199999999997,Credit Card,Completed
O34191,U6635,P166,2026-05-20 09:19:49,1,5773.11,391.76,157.91,968.64,5773.11,5381.349999999999,Debit Card,Completed
O34192,U5066,P36,2026-05-22 15:40:52,4,8916.32,5245.04,118.95,5475.64,35665.28,30420.239999999998,Credit Card,Completed
O34193,U5144,P50,2026-05-23 06:44:39,1,3575.5,408.44,115.1,570.07,3575.5,3167.06,Credit Card,Completed
O34194,U6238,P34,2026-05-19 23:25:19,2,8195.05,2090.48,114.72,2573.93,16390.1,14299.619999999999,Wallet,Completed
O34195,U5124,P83,2026-05-22 15:40:54,4,5181.41,1606.48,78.06,3441.45,20725.64,19119.16,Debit Card,Completed
O34196,U12610,P73,2026-05-21 16:31:25,4,2879.92,463.15,171.6,1990.18,11519.68,11056.53,Credit Card,Completed
O34197,U514,P122,2026-05-23 13:14:02,1,2836.17,247.81,71.35,465.9,2836.17,2588.36,Credit Card,Completed
O34198,U9030,P46,2026-05-22 03:02:12,3,4481.42,175.34,173.55,2388.41,13444.26,13268.92,Debit Card,Completed
O34199,U13953,P29,2026-05-24 15:45:15,4,3950.26,47.33,104.81,2835.67,15801.04,15753.710000000001,Wallet,Completed
O34200,U12570,P40,2026-05-24 01:36:13,3,9855.58,2165.91,136.28,4932.15,29566.739999999998,27400.829999999998,Credit Card,Completed
O34201,U10102,P48,2026-05-20 17:30:31,2,7867.12,310.81,197.82,2776.22,15734.24,15423.43,UPI,Completed
O34202,U332,P190,2026-05-19 21:36:03,3,2503.15,685.39,161.83,1228.33,7509.450000000001,6824.06,Wallet,Completed
O34203,U2276,P95,2026-05-21 14:12:19,2,5489.56,54.01,53.17,1966.52,10979.12,10925.11,Wallet,Completed
O34204,U6148,P38,2026-05-22 19:46:57,2,8116.07,2301.08,60.2,2507.59,16232.14,13931.06,Credit Card,Completed
O34205,U11662,P124,2026-05-22 16:58:18,4,3606.43,1329.65,161.78,2357.29,14425.72,13096.07,UPI,Completed
O34206,U12476,P87,2026-05-21 01:07:46,3,2292.48,988.43,180.98,1060.02,6877.4400000000005,5889.01,UPI,Completed
O34207,U2452,P155,2026-05-20 04:52:14,4,1625.36,693.45,113.07,1045.44,6501.44,5807.99,Wallet,Completed
O34208,U11805,P91,2026-05-22 19:20:38,4,1800.55,227.67,52.83,1255.42,7202.2,6974.53,Credit Card,Completed
O34209,U14882,P101,2026-05-20 11:19:04,1,3464.83,149.94,68.74,596.68,3464.83,3314.89,Wallet,Completed
O34210,U8333,P169,2026-05-21 03:16:12,2,4330.92,1024.74,157.34,1374.68,8661.84,7637.1,Credit Card,Completed
O34211,U14030,P11,2026-05-19 15:16:03,2,3810.62,933.96,156.17,1203.71,7621.24,6687.28,Debit Card,Completed
O34212,U3412,P151,2026-05-19 04:19:23,3,1766.73,107.6,147.3,934.67,5300.1900000000005,5192.59,Wallet,Completed
O34213,U5276,P83,2026-05-23 17:33:04,2,5181.41,1273.66,126.15,1636.05,10362.82,9089.16,Debit Card,Completed
O34214,U1382,P21,2026-05-19 08:13:05,3,3483.24,1033.23,100.46,1694.97,10449.72,9416.49,UPI,Completed
O34215,U9590,P59,2026-05-19 10:13:55,3,5718.4,522.42,184.14,2993.9,17155.199999999997,16632.78,Wallet,Completed
O34216,U12412,P168,2026-05-20 18:02:19,1,8036.01,942.84,130.36,1276.77,8036.01,7093.17,Credit Card,Completed
O34217,U2049,P169,2026-05-23 17:23:35,4,4330.92,1245.07,127.06,2894.15,17323.68,16078.61,Debit Card,Completed
O34218,U2587,P103,2026-05-19 15:40:25,3,4765.94,1864.02,134.18,2238.08,14297.82,12433.8,Debit Card,Completed
O34219,U7838,P145,2026-05-20 19:40:31,3,7130.0,656.41,142.96,3732.05,21390.0,20733.59,Credit Card,Completed
O34220,U5995,P102,2026-05-20 00:20:40,1,3708.16,384.16,70.14,598.32,3708.16,3324.0,Debit Card,Completed
O34221,U1475,P184,2026-05-21 11:43:35,2,3087.26,105.0,66.17,1092.51,6174.52,6069.52,UPI,Completed
O34222,U5281,P2,2026-05-20 01:19:11,4,7949.11,3463.67,187.87,5099.9,31796.44,28332.769999999997,UPI,Completed
O34223,U2596,P105,2026-05-20 15:08:23,1,8307.55,1224.95,74.01,1274.87,8307.55,7082.599999999999,Wallet,Completed
O34224,U9485,P134,2026-05-23 01:42:48,1,7470.41,436.42,139.81,1266.12,7470.41,7033.99,Credit Card,Completed
O34225,U10840,P94,2026-05-24 18:12:30,1,4225.87,255.01,64.58,714.75,4225.87,3970.8599999999997,Debit Card,Completed
O34226,U13093,P140,2026-05-23 14:38:16,2,6111.57,1443.32,131.99,1940.37,12223.14,10779.82,Credit Card,Completed
O34227,U7179,P61,2026-05-22 17:16:50,1,4176.17,167.69,57.91,721.53,4176.17,4008.48,Credit Card,Completed
O34228,U12791,P18,2026-05-23 00:54:20,1,4643.1,664.96,91.08,716.07,4643.1,3978.1400000000003,Debit Card,Completed
O34229,U2869,P14,2026-05-21 21:04:20,1,6788.61,375.42,102.02,1154.37,6788.61,6413.19,UPI,Completed
O34230,U7846,P12,2026-05-22 10:31:22,1,4128.62,415.38,173.68,668.38,4128.62,3713.24,UPI,Completed
O34231,U2690,P11,2026-05-22 02:02:01,2,3810.62,556.53,158.43,1271.65,7621.24,7064.71,Wallet,Completed
O34232,U10845,P144,2026-05-23 11:49:36,2,2217.58,279.51,104.6,748.02,4435.16,4155.65,Wallet,Completed
O34233,U4950,P138,2026-05-23 08:56:55,1,3415.15,318.71,55.72,557.36,3415.15,3096.44,Wallet,Completed
O34234,U3032,P15,2026-05-19 22:20:38,3,11601.18,1613.03,146.07,5974.29,34803.54,33190.51,Debit Card,Completed
O34235,U6774,P76,2026-05-22 05:01:02,2,1624.83,263.82,99.33,537.45,3249.66,2985.8399999999997,Debit Card,Completed
O34236,U9300,P97,2026-05-20 03:48:57,3,1729.64,324.89,104.29,875.53,5188.92,4864.03,Credit Card,Completed
O34237,U11654,P184,2026-05-22 18:16:45,2,3087.26,27.71,58.53,1106.43,6174.52,6146.81,Debit Card,Completed
O34238,U13916,P78,2026-05-21 23:59:56,1,6068.64,853.03,51.54,938.81,6068.64,5215.610000000001,Debit Card,Completed
O34239,U14356,P159,2026-05-21 23:05:20,3,3055.63,991.51,149.88,1471.57,9166.89,8175.379999999999,UPI,Completed
O34240,U13362,P197,2026-05-22 09:30:37,4,5431.89,726.36,116.0,3780.22,21727.56,21001.2,UPI,Completed
O34241,U6127,P83,2026-05-19 00:14:21,4,5181.41,2259.84,84.44,3323.84,20725.64,18465.8,Credit Card,Completed
O34242,U6089,P11,2026-05-24 12:54:13,1,3810.62,154.8,118.77,658.05,3810.62,3655.8199999999997,Wallet,Completed
O34243,U9318,P86,2026-05-24 06:44:11,2,6846.79,1856.07,52.35,2130.75,13693.58,11837.51,UPI,Completed
O34244,U6636,P88,2026-05-22 12:46:42,3,4780.5,954.03,118.68,2409.74,14341.5,13387.47,UPI,Completed
O34245,U411,P43,2026-05-20 02:38:16,3,8025.85,1981.74,80.46,3977.25,24077.550000000003,22095.81,Wallet,Completed
O34246,U14616,P139,2026-05-23 15:45:05,3,8566.93,1505.73,147.92,4355.11,25700.79,24195.06,Debit Card,Completed
O34247,U4856,P14,2026-05-20 12:46:28,4,6788.61,3772.93,169.93,4208.67,27154.44,23381.51,Debit Card,Completed
O34248,U7147,P113,2026-05-22 17:54:44,2,6540.66,1563.34,70.46,2073.24,13081.32,11517.98,Wallet,Completed
O34249,U13063,P82,2026-05-20 23:42:18,2,2891.08,557.74,109.2,940.4,5782.16,5224.42,Debit Card,Completed
O34250,U13674,P193,2026-05-21 10:00:41,4,8877.08,763.0,118.79,6254.16,35508.32,34745.32,UPI,Completed
O34251,U130,P48,2026-05-20 03:22:35,1,7867.12,662.14,50.93,1296.9,7867.12,7204.98,UPI,Completed
O34252,U8265,P100,2026-05-23 11:45:59,3,5176.99,1272.14,92.56,2566.59,15530.97,14258.83,Debit Card,Completed
O34253,U14988,P2,2026-05-24 01:20:19,3,7949.11,1738.9,134.15,3979.52,23847.329999999998,22108.429999999997,Wallet,Completed
O34254,U5370,P97,2026-05-23 00:02:54,3,1729.64,700.83,72.58,807.86,5188.92,4488.09,Debit Card,Completed
O34255,U10814,P67,2026-05-21 10:23:29,1,2730.17,71.14,155.8,478.63,2730.17,2659.03,Debit Card,Completed
O34256,U7921,P168,2026-05-22 00:30:50,1,8036.01,316.38,59.27,1389.53,8036.01,7719.63,Debit Card,Completed
O34257,U9977,P30,2026-05-24 13:11:08,2,2642.16,179.47,85.1,918.87,5284.32,5104.849999999999,Debit Card,Completed
O34258,U13918,P14,2026-05-20 16:20:43,1,6788.61,110.9,142.19,1201.99,6788.61,6677.71,Wallet,Completed
O34259,U13315,P190,2026-05-23 00:02:03,2,2503.15,280.75,86.14,850.6,5006.3,4725.55,Debit Card,Completed
O34260,U13582,P7,2026-05-18 21:33:46,1,5046.09,535.73,82.88,811.86,5046.09,4510.360000000001,Wallet,Completed
O34261,U2434,P105,2026-05-19 11:51:53,2,8307.55,1006.75,70.37,2809.5,16615.1,15608.349999999999,Credit Card,Completed
O34262,U5468,P6,2026-05-20 10:07:04,4,7366.31,2738.01,135.48,4810.9,29465.24,26727.230000000003,Wallet,Completed
O34263,U6364,P107,2026-05-19 18:49:07,3,3143.12,621.46,187.91,1585.42,9429.36,8807.900000000001,Wallet,Completed
O34264,U6465,P172,2026-05-23 03:13:14,2,9087.74,1315.39,174.52,3034.82,18175.48,16860.09,Credit Card,Completed
O34265,U3082,P102,2026-05-23 13:46:51,3,3708.16,1499.07,172.21,1732.57,11124.48,9625.41,Credit Card,Completed
O34266,U9860,P139,2026-05-22 13:35:39,2,8566.93,812.21,182.01,2937.9,17133.86,16321.650000000001,UPI,Completed
O34267,U5700,P95,2026-05-21 07:27:24,1,5489.56,669.25,189.58,867.66,5489.56,4820.31,Wallet,Completed
O34268,U8111,P175,2026-05-22 15:15:46,2,7390.52,2142.91,137.87,2274.86,14781.04,12638.130000000001,UPI,Completed
O34269,U7042,P127,2026-05-19 23:50:58,1,6741.4,628.9,171.12,1100.25,6741.4,6112.5,Wallet,Completed
O34270,U6019,P113,2026-05-23 04:31:50,2,6540.66,1393.67,50.35,2103.78,13081.32,11687.65,Credit Card,Completed
O34271,U12301,P140,2026-05-23 05:08:35,4,6111.57,3522.11,50.01,3766.35,24446.28,20924.17,Credit Card,Completed
O34272,U10222,P75,2026-05-19 08:05:04,1,3432.41,205.67,180.05,580.81,3432.41,3226.74,Debit Card,Completed
O34273,U6195,P30,2026-05-22 16:12:22,2,2642.16,197.1,165.16,915.7,5284.32,5087.219999999999,Debit Card,Completed
O34274,U10064,P46,2026-05-19 22:58:39,2,4481.42,791.43,111.78,1470.85,8962.84,8171.41,Debit Card,Completed
O34275,U14728,P16,2026-05-23 22:36:27,2,5839.63,539.52,91.19,2005.15,11679.26,11139.74,Debit Card,Completed
O34276,U4650,P187,2026-05-20 12:53:59,4,9244.08,3673.06,121.01,5994.59,36976.32,33303.26,Debit Card,Completed
O34277,U5651,P117,2026-05-23 12:44:54,3,3027.69,835.69,173.93,1484.53,9083.07,8247.38,Wallet,Completed
O34278,U1507,P160,2026-05-23 19:04:20,4,4651.69,303.27,136.1,3294.63,18606.76,18303.489999999998,Credit Card,Completed
O34279,U5677,P82,2026-05-23 14:28:55,1,2891.08,335.1,104.46,460.08,2891.08,2555.98,Wallet,Completed
O34280,U12735,P106,2026-05-22 21:09:00,4,6727.17,1040.48,190.72,4656.28,26908.68,25868.2,Debit Card,Completed
O34281,U8235,P38,2026-05-24 06:32:14,4,8116.07,3051.11,189.94,5294.37,32464.28,29413.17,Credit Card,Completed
O34282,U6776,P187,2026-05-19 13:37:39,3,9244.08,2453.35,77.41,4550.2,27732.239999999998,25278.89,UPI,Completed
O34283,U6936,P116,2026-05-20 15:28:08,1,3433.76,498.57,190.64,528.33,3433.76,2935.19,UPI,Completed
O34284,U11783,P74,2026-05-22 20:13:53,3,1650.95,361.14,144.48,826.51,4952.85,4591.71,Debit Card,Completed
O34285,U11982,P28,2026-05-20 00:11:28,2,5017.01,1217.55,180.35,1586.96,10034.02,8816.470000000001,Debit Card,Completed
O34286,U5613,P95,2026-05-21 10:19:40,1,5489.56,743.82,87.54,854.23,5489.56,4745.740000000001,Credit Card,Completed
O34287,U8981,P72,2026-05-18 20:35:26,1,5703.49,533.9,87.45,930.53,5703.49,5169.59,Debit Card,Completed
O34288,U6376,P92,2026-05-19 06:21:20,1,7634.65,442.59,143.37,1294.57,7634.65,7192.0599999999995,Credit Card,Completed
O34289,U13954,P137,2026-05-19 11:36:06,2,4116.2,454.05,53.24,1400.1,8232.4,7778.349999999999,Wallet,Completed
O34290,U4190,P151,2026-05-19 12:22:51,3,1766.73,701.29,72.62,827.8,5300.1900000000005,4598.900000000001,Wallet,Completed
O34291,U3981,P31,2026-05-23 16:16:28,3,9542.17,1437.54,193.55,4894.01,28626.510000000002,27188.97,UPI,Completed
O34292,U993,P65,2026-05-24 09:24:31,3,4164.6,1271.74,165.19,2019.97,12493.800000000001,11222.060000000001,Wallet,Completed
O34293,U14741,P151,2026-05-19 03:02:24,2,1766.73,367.98,55.95,569.79,3533.46,3165.48,Credit Card,Completed
O34294,U3476,P139,2026-05-23 08:00:37,3,8566.93,3077.12,54.02,4072.26,25700.79,22623.670000000002,Wallet,Completed
O34295,U3380,P174,2026-05-23 11:13:05,3,5653.36,1361.86,61.02,2807.68,16960.079999999998,15598.219999999998,Debit Card,Completed
O34296,U12198,P89,2026-05-23 19:27:51,1,1918.81,143.46,136.03,319.56,1918.81,1775.35,Credit Card,Completed
O34297,U5013,P136,2026-05-23 08:23:15,1,7830.74,466.07,199.58,1325.64,7830.74,7364.67,Wallet,Completed
O34298,U1430,P16,2026-05-23 13:07:55,4,5839.63,1046.79,191.69,4016.11,23358.52,22311.73,Debit Card,Completed
O34299,U356,P100,2026-05-24 02:33:00,4,5176.99,350.89,55.59,3664.27,20707.96,20357.07,Credit Card,Completed
O34300,U7565,P28,2026-05-20 08:43:52,4,5017.01,2081.52,175.86,3237.57,20068.04,17986.52,Debit Card,Completed
O34301,U4105,P84,2026-05-21 21:07:00,4,6942.35,2589.27,137.42,4532.42,27769.4,25180.13,Credit Card,Completed
O34302,U14117,P28,2026-05-20 19:00:46,3,5017.01,652.98,136.45,2591.65,15051.03,14398.050000000001,Wallet,Completed
O34303,U14796,P140,2026-05-23 01:33:11,2,6111.57,125.6,132.32,2177.56,12223.14,12097.539999999999,Wallet,Completed
O34304,U13825,P115,2026-05-22 04:56:49,3,10432.56,4272.13,136.45,4864.6,31297.68,27025.55,Debit Card,Completed
O34305,U7900,P22,2026-05-20 01:58:58,2,3727.37,15.87,175.19,1339.0,7454.74,7438.87,UPI,Completed
O34306,U4679,P52,2026-05-20 06:57:08,3,2177.52,852.76,86.25,1022.36,6532.5599999999995,5679.799999999999,Wallet,Completed
O34307,U2784,P150,2026-05-23 09:27:25,3,1754.98,618.82,173.42,836.3,5264.9400000000005,4646.120000000001,UPI,Completed
O34308,U13493,P10,2026-05-23 16:27:10,2,2953.4,106.5,191.85,1044.05,5906.8,5800.3,UPI,Completed
O34309,U3977,P106,2026-05-19 11:17:38,1,6727.17,334.18,104.96,1150.74,6727.17,6392.99,UPI,Completed
O34310,U11703,P138,2026-05-23 11:44:24,3,3415.15,369.1,50.77,1777.74,10245.45,9876.35,Credit Card,Completed
O34311,U6133,P107,2026-05-23 22:59:19,2,3143.12,306.65,130.08,1076.33,6286.24,5979.59,UPI,Completed
O34312,U2620,P159,2026-05-19 23:48:33,4,3055.63,768.68,107.9,2061.69,12222.52,11453.84,Credit Card,Completed
O34313,U10998,P58,2026-05-21 17:25:32,3,4815.74,1120.73,58.15,2398.77,14447.22,13326.49,UPI,Completed
O34314,U8555,P6,2026-05-22 23:11:43,4,7366.31,3133.63,189.3,4739.69,29465.24,26331.61,Credit Card,Completed
O34315,U9299,P99,2026-05-20 08:57:25,3,9428.55,1748.72,107.0,4776.65,28285.649999999998,26536.929999999997,Credit Card,Completed
O34316,U13228,P7,2026-05-22 23:07:11,3,5046.09,1703.05,139.32,2418.34,15138.27,13435.220000000001,Credit Card,Completed
O34317,U13769,P140,2026-05-22 05:04:24,3,6111.57,271.26,180.28,3251.42,18334.71,18063.45,UPI,Completed
O34318,U11122,P124,2026-05-22 04:31:08,1,3606.43,157.63,82.45,620.78,3606.43,3448.7999999999997,Credit Card,Completed
O34319,U13991,P174,2026-05-22 06:53:04,1,5653.36,467.86,98.86,933.39,5653.36,5185.5,UPI,Completed
O34320,U7354,P135,2026-05-21 17:49:18,1,4426.35,460.85,124.05,713.79,4426.35,3965.5000000000005,Wallet,Completed
O34321,U2458,P197,2026-05-21 20:09:13,1,5431.89,305.24,156.89,922.8,5431.89,5126.650000000001,Debit Card,Completed
O34322,U514,P138,2026-05-20 17:03:43,3,3415.15,1502.45,174.71,1573.74,10245.45,8743.0,UPI,Completed
O34323,U376,P99,2026-05-20 22:22:02,2,9428.55,285.17,172.72,3342.95,18857.1,18571.93,Wallet,Completed
O34324,U6338,P55,2026-05-23 07:36:42,4,10300.83,253.7,107.69,7370.93,41203.32,40949.62,Wallet,Completed
O34325,U9812,P16,2026-05-24 17:11:35,1,5839.63,283.51,65.91,1000.1,5839.63,5556.12,UPI,Completed
O34326,U3796,P36,2026-05-24 13:15:02,1,8916.32,807.47,54.18,1459.59,8916.32,8108.849999999999,Debit Card,Completed
O34327,U14620,P54,2026-05-22 00:36:52,1,7144.23,718.75,139.63,1156.59,7144.23,6425.48,Debit Card,Completed
O34328,U5326,P39,2026-05-21 05:53:07,4,9440.21,5535.11,75.06,5800.63,37760.84,32225.729999999996,Credit Card,Completed
O34329,U6436,P188,2026-05-22 14:03:06,1,7118.57,47.55,82.28,1272.78,7118.57,7071.0199999999995,Debit Card,Completed
O34330,U3643,P197,2026-05-23 02:28:58,1,5431.89,45.46,95.08,969.56,5431.89,5386.43,UPI,Completed
O34331,U6636,P53,2026-05-19 05:50:00,3,9161.56,2919.72,184.27,4421.69,27484.68,24564.96,Wallet,Completed
O34332,U13015,P191,2026-05-24 15:06:15,4,6590.48,3725.1,180.97,4074.63,26361.92,22636.82,UPI,Completed
O34333,U12819,P53,2026-05-21 02:50:22,3,9161.56,543.93,185.28,4849.34,27484.68,26940.75,Credit Card,Completed
O34334,U2944,P171,2026-05-23 21:29:53,3,2918.52,362.67,129.5,1510.72,8755.56,8392.89,Credit Card,Completed
O34335,U2804,P154,2026-05-22 23:01:12,3,3922.74,1636.16,50.71,1823.77,11768.22,10132.06,Credit Card,Completed
O34336,U4266,P191,2026-05-22 00:57:05,2,6590.48,1812.95,146.48,2046.24,13180.96,11368.009999999998,Credit Card,Completed
O34337,U10231,P40,2026-05-20 01:16:26,2,9855.58,66.85,177.2,3535.98,19711.16,19644.31,Wallet,Completed
O34338,U1036,P11,2026-05-21 06:15:46,1,3810.62,504.03,167.82,595.19,3810.62,3306.59,Debit Card,Completed
O34339,U10557,P121,2026-05-24 16:43:41,3,7419.98,1917.01,197.1,3661.73,22259.94,20342.93,Debit Card,Completed
O34340,U362,P168,2026-05-19 21:01:00,2,8036.01,41.02,187.71,2885.58,16072.02,16031.0,UPI,Completed
O34341,U9132,P117,2026-05-18 20:10:40,3,3027.69,561.72,195.8,1533.84,9083.07,8521.35,UPI,Completed
O34342,U320,P122,2026-05-19 11:47:59,3,2836.17,1034.84,95.4,1345.26,8508.51,7473.67,Credit Card,Completed
O34343,U9378,P198,2026-05-22 06:12:41,2,2455.49,616.74,93.91,772.96,4910.98,4294.24,Wallet,Completed
O34344,U10966,P93,2026-05-23 12:57:37,1,2686.71,59.65,71.12,472.87,2686.71,2627.06,Credit Card,Completed
O34345,U12141,P97,2026-05-19 14:23:29,3,1729.64,59.71,68.57,923.26,5188.92,5129.21,UPI,Completed
O34346,U2064,P45,2026-05-19 00:09:24,1,11260.36,1161.0,52.36,1817.88,11260.36,10099.36,UPI,Completed
O34347,U26,P172,2026-05-19 16:45:52,1,9087.74,86.01,90.98,1620.31,9087.74,9001.73,Wallet,Completed
O34348,U13673,P152,2026-05-23 04:24:49,4,4007.76,1398.68,70.72,2633.82,16031.04,14632.36,Credit Card,Completed
O34349,U1964,P123,2026-05-22 13:50:16,2,7105.71,259.99,195.82,2511.26,14211.42,13951.43,Debit Card,Completed
O34350,U6519,P160,2026-05-23 23:51:46,1,4651.69,560.09,102.21,736.49,4651.69,4091.5999999999995,UPI,Completed
O34351,U10733,P126,2026-05-20 06:21:35,1,8587.72,784.32,172.33,1404.61,8587.72,7803.4,Credit Card,Completed
O34352,U594,P36,2026-05-22 23:53:23,2,8916.32,1245.22,56.88,2985.74,17832.64,16587.42,Credit Card,Completed
O34353,U9262,P145,2026-05-23 12:04:55,4,7130.0,1213.9,155.87,4915.1,28520.0,27306.1,UPI,Completed
O34354,U984,P26,2026-05-20 23:01:35,1,9011.02,643.28,68.04,1506.19,9011.02,8367.74,Wallet,Completed
O34355,U13609,P137,2026-05-23 13:08:33,2,4116.2,237.14,170.9,1439.15,8232.4,7995.259999999999,Credit Card,Completed
O34356,U11691,P110,2026-05-21 17:29:57,3,4946.34,928.42,71.02,2503.91,14839.02,13910.6,Credit Card,Completed
O34357,U3629,P55,2026-05-24 13:22:34,1,10300.83,120.06,158.22,1832.54,10300.83,10180.77,UPI,Completed
O34358,U12093,P38,2026-05-19 00:47:36,3,8116.07,2849.52,189.67,3869.76,24348.21,21498.69,Debit Card,Completed
O34359,U13823,P89,2026-05-21 10:50:08,1,1918.81,115.02,58.34,324.68,1918.81,1803.79,Credit Card,Completed
O34360,U4482,P31,2026-05-23 22:39:47,4,9542.17,729.06,78.25,6739.13,38168.68,37439.62,UPI,Completed
O34361,U6484,P100,2026-05-20 22:36:37,4,5176.99,279.12,126.29,3677.19,20707.96,20428.84,Wallet,Completed
O34362,U1710,P8,2026-05-19 13:38:17,4,4151.04,2106.81,189.26,2609.52,16604.16,14497.35,Debit Card,Completed
O34363,U976,P84,2026-05-23 14:26:38,4,6942.35,2518.78,142.33,4545.11,27769.4,25250.620000000003,Credit Card,Completed
O34364,U13869,P47,2026-05-21 08:06:25,2,1976.08,457.45,161.98,629.05,3952.16,3494.71,Debit Card,Completed
O34365,U3766,P195,2026-05-20 17:13:18,3,8101.29,1454.06,73.84,4112.97,24303.87,22849.809999999998,Debit Card,Completed
O34366,U13208,P43,2026-05-21 13:12:42,1,8025.85,987.58,65.09,1266.89,8025.85,7038.27,Credit Card,Completed
O34367,U7818,P148,2026-05-21 21:20:22,2,6336.6,1301.46,179.45,2046.91,12673.2,11371.740000000002,Credit Card,Completed
O34368,U1841,P181,2026-05-23 22:25:09,2,5543.39,865.35,112.38,1839.86,11086.78,10221.43,Credit Card,Completed
O34369,U1243,P98,2026-05-24 06:52:19,4,3115.74,416.52,143.32,2168.36,12462.96,12046.439999999999,Wallet,Completed
